query,country,category,domain,homepage_url,http_status,duration_ms,emails_all,email_best,phones,priority,last_seen,email_sent
colegio site:.co,co,colegio,cojowa.edu.co,https://cojowa.edu.co/,200,1050,cojowa@cojowa.edu.co,cojowa@cojowa.edu.co,"1574943456200, 1739299611021, 1575294092095, 1588194997411, 1758798340, 153959623, 232434859055663, 2.37049385.8639, 23190.17387671, 11-486919444, 1738767060, 274392818, 298022145652403, 520275041125270, 180545015662423, 1758661388, 111 248 248 248, 248-111 248-248, 5 200-200 200, 553177400, 185267497540009, 551676709584309, 553324679, 185267497630009, 743576040754755, 0 115-129 208, 179437532219193, 1758571556, 551416378, 185264859220009, 848910759848584, 553135934, 185264859310009, 835053879229660, 551809174, 185264859400009, 129254460936743, 552661210, 185264859490009, 427439640083844, 552498299, 185264859580009, 250346025261431, 552238566, 185264859670009, 119447351279154, 551824436, 185264859790009, 460213731794086, 551540323, 185264859880009, 833135028928189, 551333704, 185264860000009, 173599362465833, 551283586, 185264860120009, 332189235355386, 551975496, 185264860210009, 136193810609119, 552533717, 185264860300009, 610639737823274, 550720442, 185264860390009, 569809760910549, 550684760, 185264860480009, 881009985362070, 553235215, 185264860570009, 156256068330909, 551973430, 185264860660009, 557726738049195, 552241578, 185264860810009, 661769860459844, 551602499, 185264860840009, 666924833708550, 551113618, 185264860930009, 522603053983178, 551391254, 185264861020009, 807922806080325, 180759922100210, 1758315655, 550803414, 185258186500009, 502775166323074, 550819985, 185258186200009, 908519209392714, 551375471, 185258186590009, 426567715317344, 550774235, 185258186710009, 522837368275517, 550886059, 185258186890009, 121862354810846, 551970178, 185258186860009, 305354158143250, 551271832, 185258187070009, 263686285315401, 550815146, 185258187190009, 708077825319635, 551319068, 185258187280009, 182644108858204, 552100084, 185258187370009, 601235519129450, 552146302, 185258187460009, 568559832616372, 550929649, 185258187610009, 329844770208772, 550790441, 185258187700009, 826631424526082, 550728561, 185258187790009, 788056643804208, 550426275, 185258187940009, 844550061257230, 550861266, 185258187970009, 127343357001522, 550959090, 185258188060009, 817939944071351, 550815816, 185258188150009, 225725173607983, 550733415, 185258188270009, 810498066766042, 548893595, 185258188360009, 588061695445612, 178882398962262, 1758227648, 550826629, 185256437860009, 799670694516892, 550756499, 185256437950009, 691355726641212, 550958604, 185256438040009, 104513998805679, 550910043, 185256438130009, 916428127494483, 551297759, 185256438310009, 915865031848907, 550897339, 185256438280009, 347875538693555, 549920645, 185256438400009, 185584060479084, 551066950, 185256438490009, 730888224496269, 550636931, 185256438580009, 684908140037173, 551441367, 185256438670009, 855782351436078, 550639645, 185256438760009, 357690824446605, 550377511, 185256438850009, 150415601943022, 549520379, 185256439030009, 249616042856677, 550673199, 185256438940009, 281768694605910, 550858688, 185256439120009, 172180070722564, 550995699, 185256439390009, 186531653746029, 550766605, 185256439210009, 907845821203736, 551075056, 185256439360009, 463953866410477, 549196738, 185256439480009, 299842516055548, 550397255, 185256439570009, 566192717017863, 181658348893690, 1758057625, 548883884, 185253180340009, 255429238215010, 549985546, 185253180430009, 195038409067897, 549283139, 185253180550009, 407652116320747, 549002427, 185253180640009, 216232171008026, 548865146, 185253180730009, 113288681770292, 550089732, 185253180850009, 497990022771496, 549158540, 185253180940009, 139277698459570, 550205794, 185253181030009, 755864839762460, 550385188, 185253181180009, 922214016988447, 549525801, 185253181210009, 105540513742920, 548863885, 185253181330009, 517787956847383, 549286944, 185253181420009, 467881747588940, 549455522, 185253181570009, 435555930215747, 546413169, 185253181600009, 787076657245640, 550233841, 185253181780009, 432940122828379, 549680374, 185253181720009, 208336300616041, 549707762, 185253182020009, 134154539080965, 548864159, 185253181870009, 612826507013254, 180662767402481, 1757706525, 547874894, 130162687800041, 833206425392145, 180105437187951, 1757625015, 545486245, 185244271990009, 459300352980585, 545254849, 185244272170009, 765553893611350, 546577933, 185244272080009, 922512380205805, 546685771, 185244272260009, 725017713119076, 547646626, 185244272650009, 355717626580448, 545380633, 185244272350009, 201747038017123, 544758063, 185244272500009, 900513106569227, 544901268, 185244272530009, 257368592931216, 544918329, 185244272740009, 240388913894052, 545299682, 185244272830009, 274159485978898, 181540087003799, 1757536726, 543667363, 185242472860009, 371780022955275, 543670321, 185242472950009, 706948629776951, 538429003, 185242473040009, 134715639937393, 543023943, 185242473160009, 433458734135200, 542927806, 185242473250009, 868822352801251, 543033552, 185242473340009, 312230774017010, 544105624, 185242473460009, 854640153485160, 544040124, 185242473640009, 500619752523883, 545261417, 185242473550009, 751248537851037, 544802253, 185242473730009, 679494480460930, 543696210, 185242473880009, 748929274337842, 544476045, 185242473910009, 269479589835299, 545358848, 185242474000009, 338251319873540, 179711781959320, 1757366814, 542761958, 185239237240009, 278172747435274, 543692359, 185239237390009, 200224455291797, 545255138, 185239237420009, 412607717456184, 542746499, 185239237510009, 597991434156438, 542994442, 185239237600009, 901859775576230, 180684841372739, 1757105787, 542977417, 185230638400009, 812328298963648, 540747442, 185230638490009, 782735871531676, 542348809, 185230638580009, 450780842444480, 544638774, 185230638670009, 411311847070507, 540452032, 185230638760009, 550913321871538, 540707462, 185230638850009, 250597642411964, 540704568, 185230638940009, 883523316213883, 540745100, 185230639030009, 453383552202323, 540010453, 185230639120009, 380611606112231, 543671522, 185230639210009, 547619276553441, 540609688, 185230639300009, 458468914461427, 991849471, +57 605 6930170, +1 305 909 6932, 0.446274946725, 5220493624, 134217728",4,2025-09-25T14:16:12.784240,No
colegio site:.co,co,colegio,canadianschool.edu.co,https://canadianschool.edu.co/colegio-bilingue-internacional/,200,1456,contactenos@colegiocanadiense.edu.co,contactenos@colegiocanadiense.edu.co,"1752265310, 1677027464816, 1678899949001, 6042798848",5,2025-09-25T14:16:13.191389,No
colegio site:.co,co,colegio,colombobritanico.edu.co,https://www.colombobritanico.edu.co/,200,3184,admisiones@ccbcali.edu.co,admisiones@ccbcali.edu.co,"1757525614, 99999999, 999999999, 141901846, 1628187625952, 175880257368, 20250820, 887827141, 6025555385, +573165289617, 57) 315 217",6,2025-09-25T14:16:14.919370,No
colegio site:.co,co,colegio,colegiobolivar.edu.co,https://www.colegiobolivar.edu.co/website/en/giving-to-bolivar/welcome-to-giving,200,4096,"cbendowmentfund@colegiobolivar.edu.co, mguzman@colegiobolivar.edu.co, dtoro@colegiobolivar.edu.co, cchavez@colegiobolivar.edu.co",dtoro@colegiobolivar.edu.co,"1749150926, 1742309612, 1742309620, 46.27.216.204, 03810-150, 1642609941620, 572-485-5050, 100.000.000, 50.000.000, 99.999.999, 10.000.000, 49.999.999, +57 602) 485 5050, 175140202",7,2025-09-25T14:16:15.832024,No
colegio site:.co,co,colegio,colbritanico.edu.co,https://colbritanico.edu.co/,200,257,"admisiones@colbritanico..edu.co, admisionescbc@colbritanico.edu.co",admisionescbc@colbritanico.edu.co,"1758751498, 1758751503, 1758751508, 1758751512, +573008154026, 57) 300 815, +573008117729, 57) 300 811, 929 333 958 304, 929 208 896 208, 71 333 104 333, 929 583 958 554, 929 458 896 458, 71 583 104 583, 929 833 958 804, 929 708 896 708, 71 833 104 833, 500 408 258 167, 246 154 233 150, 217 150 196 150, 179 158 167 167, 154 179 150 196, 150 212 150 229, 154 242 171 254, 408 500 167 742, 138 771 138 800, 167 829 196 858, 225 858 254 829, 496 587 738 829, 750 842 767 846, 783 846 800 846, 817 842 829 829, 842 817 846 804, 846 783 846 767, 842 750 829 737, 588 500 833 258, 863 229 863 200, 833 171 804 137, 775 137 742 167, 207.029 381.476, 12.686 187.132, 224 284.505, 154.745-154.021, 240.971 381.476, 1 208 208 208, 2-128 128-128, 2 128-128 128, 14560812, 285.476 272.971, 91.132 467.314, 188.505 256, 34.484 101.255, 285.475 239, 373 24.568.001, 62845073, 1 112 112 112, 1-112-112-112, 56.41-126 126, 182.26 414 126, 106.27 325 121, 504 119 393, 482.38 504 379, 78 504 256, 549.655 124.083, 867-11.412 132, 305-11.412 132, 438 11.412 132, 117.22 448 288, 448 288 448, 867 11.412-132, 305 11.412-132, 438-11.412-132, 317.51 213.508, 739 81.205-142, 865641412, 8656414121, 8656414122, 44984975, 1758751517, 1758751531, 1758751535, 1758751539, 228307146",8,2025-09-25T14:16:11.992026,No
colegio site:.co,co,colegio,panamericano.edu.co,https://panamericano.edu.co/,200,1676,panamericano@panamericano.edu.co,panamericano@panamericano.edu.co,"1756756944, 1756757125, 1756756983, 1743013511, 1743013515, 1743013489, 1743013494, 207.029 381.476, 12.686 187.132, 224 284.505, 154.745-154.021, 240.971 381.476, 285.476 272.971, 91.132 467.314, 188.505 256, 34.484 101.255, 285.475 239, 373 24.568.001, 36522407, 573023262436, +573009108305, +57 300 910 8305, 629 125 613 133, 296 454 292 471, 292 487 292 504, 296 521 308 533, 617 867 629 875, 646 875 663 875, 679 871 692 858, 704 846 713 829, 713 812 713 796, 708 779 692 767, 438 487 692 225, 700 217 708 204, 708 187 708 171, 704 154 692 142, 675 129 663 125, 708 521 713 504, 713 487 713 471, 708 454 696 446, 388 133 375 125, 354 125 338 125, 325 129 313 142, 300 154 292 171, 292 187 292 204, 296 221 308 233, 563 492 304 771, 292 783 288 800, 288 817 288 833, 296 850 308 863, 321 871 338 875, 354 875 371 875, 388 867 400 854, 57665064, 549.655 124.083, 867-11.412 132, 305-11.412 132, 438 11.412 132, 117.22 448 288, 448 288 448, 867 11.412-132, 305 11.412-132, 438-11.412-132, 317.51 213.508, 739 81.205-142, 504 119 393, 482.38 504 379, 78 504 256, 172.268 501, 26.97 291.031, 192 85.961 192, 97 99.031-172, +576076386213, 9 464 464 464, +57 (607) 638 6213, 200 89.451 200, 532-89.451 200, 200 200-110.532, 200-89.451-200, 532 89.451-200, 111.033 248 248, 248 248-111.033, 891998874, 173029152522289, 248 111 248 248, 111 248-248 248, 20205021, 36157681, 000000000000000, 9663697552606",9,2025-09-25T14:16:13.412381,No
colegio site:.bo,bo,colegio,bbs.edu.bo,https://www.bbs.edu.bo/,200,4573,info@bbs.edu.bo,info@bbs.edu.bo,"1758659621, 1755664037, 1742286171, 1742286173, 837947057026464, 62241707, 59162241707, +591-741-6200, 1.000000000000, 000081803053914, 031309545862313, 825637102127075, 217096311",1,2025-09-25T14:16:26.107179,No
colegio site:.bo,bo,colegio,colegiodelasierra.edu.bo,https://colegiodelasierra.edu.bo/,200,814,"comunicacion@colegiodelasierra.edu.bo, admisiones@colegiodelasierra.edu.bo",admisiones@colegiodelasierra.edu.bo,"232504535, 59165055555, +1 234 567 8900, 65055555, 1721846244, 1721660120, 1721660676, 1721660237, 1725289084, 1725289124, 1721660763, 333 555 888",3,2025-09-25T14:16:22.348795,No
colegio site:.bo,bo,colegio,aisb.edu.bo,https://www.aisb.edu.bo/,200,752,admisiones@aisb.edu.bo,admisiones@aisb.edu.bo,"2.159409213, 1625832813.1699, 013731-56175106, 0.1699013731, 591-77956851, 3258.50036826, 66.204149685524, 17.354988567888, 1569263308764, 59160725709",5,2025-09-25T14:16:22.286799,No
colegio site:.bo,bo,colegio,icefranco.edu.bo,https://www.icefranco.edu.bo/,200,749,informacion@icefranco.edu.bo,informacion@icefranco.edu.bo,"1758778362, 1752602471, 1752602812, 1752602814, 1758559136, 1758558833, 1744832536, 1744832537, 256903567, 335559685, 469777462, 469777927, 469777928, 22654673, 29825894, 39320337, 20250901, 536575761, 790376820049652, 787814632105125, 248 111 248 248, 111 248-248 248, 0 248 111 248, 393 504 256 504, 55784991, 27163063, 1723520186986, 64983219, 1732506450647, 172.268 501, 26.97 291.031, 192 85.961 192, 97 99.031-172, 1723780688432, 31038629, 72283341",6,2025-09-25T14:16:22.282789,No
colegio site:.bo,bo,colegio,colegiodomingosavio.edu.bo,https://www.colegiodomingosavio.edu.bo/,200,4318,info@colegiodomingosavio.edu.bo,info@colegiodomingosavio.edu.bo,"1758050009, 325340970, 41020876, 99999999999, 1690841340478, 1690896685209, 1603626298306, 1603742435943, 1603628157293, 1603628428921, 1603629655847, 1603629865253, 1575403932354, 1602339521092, 1602344249539, 1602778325575, 1602778337090, 1602778346919, 1602778355243, 1602778364637, 1602778376090, 1603748073130, 1607022554437, 1607022076945, 1603356960641, 1607021575987, 59178569885, 23888888, 1602779546136, 532981836, 0-89252250, 0 1439.999975, 1439.999975, 532981877, 2-03925494, 2222340697, 20250901, 20250902, 20250903, 20250904, 20250905, 20250906, 20250907, 20250908, 20250909, 20250910, 20250911, 20250912, 20250913, 20250914, 20250915, 20250916, 20250917, 20250918, 20250919, 20250920, 20250921, 20250922, 20250923, 20250924, 20250925, 20250926, 20250927, 20250928, 20250929, 20250930, 20251003, 1690896769113, (591) 785-6988, 391806394175772, +591 785-6988, 1605005189",8,2025-09-25T14:16:25.854608,No
colegio site:.py,py,colegio,cslp.edu.py,https://www.cslp.edu.py/en/colegio-loma-plata,200,1043,"605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com, 1eeb89147c984dc6bc3ffafd9e6cd089@sentry.wixpress.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com",605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"219264652925, 4620-9347-3037, 2545352419, 1758802594384, 178886068811057, 92-8844-120, 42825314, 42812798, 06493307, 34662810, 95967056, 09416285, 2-5350-6322-487, 40127106, 9976-963695, 45348643784, 71-525908938, 74484092, 1907876894, 14409595, 076-4753-8303, 700-8487-6366, 439916890, 26109-514, 76359954, 19009198, 40299017, 376-1258506, 211069460329, 635-8505-3391-9791, 9392-5604-1148, 29178430, 88065378, 1758802593.8851, 662437618189565, 897966643, 81663569",1,2025-09-25T14:16:34.619244,No
colegio site:.py,py,colegio,cei.edu.py,https://cei.edu.py/en/,200,3767,"info@cei.edu.py, needhelp@oxpitan.com",info@cei.edu.py,"1674220179, 1674220180, 1677796960, +595985444070, (0985) 444070, (021) 602462, 666 888 0000, 595985444070, 1674220182",2,2025-09-25T14:16:37.343806,No
colegio site:.py,py,colegio,colegiodelsol.edu.py,https://www.colegiodelsol.edu.py/en,200,670,"cds@colegiodelsol.edu.py, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com, 1d7d0a2217a04496808b11f7603693e5@sentry-next.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com",cds@colegiodelsol.edu.py,"601108618, 2545352419, 2054936319, 847694237, +595985347031, 74290729, 88-9288338191, 1758584412241, 6056839424, 347580498, 605.505.505, 518.228.518.507, 094.248.516.516, 99.999 163, 94.986 157.487, 99.999 101.658, 75564866, 84888892, 42825314, 42812798, 06493307, 34662810, 95967056, 3122-4351-878, 14666402, 945486754, 14-216071924, 276-1246-058, 23371454, 38185301, 5053144538958, 2-5350-6322-487, 40127106, 45348643784, 71-525908938, 04496808, 91395998934, 791221825, 02887430, 2035314125, 25.3044664, 57.563074299999, 25924-5664, 39-9681-7518, 61747158, 309-7865384, 27016-697, 439916890, 26109-514, 76359954, 19009198, 700-8487-6366, 14635280, 14635256, 15396787, 00023225876, 40299017, 30677719, 734527084, 376-1258506, 211069460329, 68-097744, 635-8505-3391-9791, 9392-5604-1148, 29178430, 88065378, 22077997, 56-4182-9479, 1758584411.2267, 924646066128264, 552111875, 6659763008, 81663569",3,2025-09-25T14:16:34.246669,No
colegio site:.py,py,colegio,goethe.edu.py,https://www.goethe.edu.py/,200,1651,"apacgoethe@hotmail.com, secretaria@goethe.edu.py",secretaria@goethe.edu.py,"+595 21 662546, +59521662546",4,2025-09-25T14:16:35.229016,No
colegio site:.py,py,colegio,cslp.edu.py,https://www.cslp.edu.py/en/colegio-paratodo,200,900,"605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com, 1eeb89147c984dc6bc3ffafd9e6cd089@sentry.wixpress.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com",605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"219264652925, 4620-9347-3037, 2545352419, 1758802594230, 178886068811057, 42825314, 42812798, 06493307, 34662810, 95967056, 1907876894, 09416285, 2-5350-6322-487, 40127106, 9976-963695, 45348643784, 71-525908938, 74484092, 14409595, 076-4753-8303, 700-8487-6366, 439916890, 26109-514, 76359954, 19009198, 40299017, 376-1258506, 211069460329, 635-8505-3391-9791, 9392-5604-1148, 29178430, 88065378, 1758802593.8841, 662193696189560, 897966643, 81663569",5,2025-09-25T14:16:34.477625,No
colegio site:.py,py,colegio,colegiolumen.edu.py,https://colegiolumen.edu.py/,200,4593,colegiolumen@colegiolumen.edu.py,colegiolumen@colegiolumen.edu.py,"1758664756, 1758664757, 1742218281, 1742218284, +595 21 283 483, +595 21 285 433, +595 21 285 434",7,2025-09-25T14:16:38.170096,No
colegio site:.py,py,colegio,torrefuerte.edu.py,https://torrefuerte.edu.py/,200,2143,info@torrefuerte.edu.py,info@torrefuerte.edu.py,"20230914145338, 20230914145020, 2023081814268, 2023091815911, 2023091815816, 20230918151059, 2023091815107, 20250612115149, 2025050995823, 2025032610171, 2025022616517, 20241206103145, 2024110894011, 3606.62954631, 57.517303223654, 25.316647628418, 1695736096371, 021 674 467, 0974 571105, 51-14.124-124, 211.862-213.628, +595974571104",8,2025-09-25T14:16:35.721270,No
